PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ MILLION)
PLASTIC RAW MATERIALS                             ,GERMANY,TONS,23196.0,125.73
PLASTIC RAW MATERIALS                             ,ITALY,TONS,76023.0,142.17
PLASTIC RAW MATERIALS                             ,JAPAN,TONS,30521.0,62.48
PLASTIC RAW MATERIALS                             ,SOUTH KOREA,TONS,6499.0,24.67
PLASTIC RAW MATERIALS                             ,RUSSIA,TONS,9287.0,32.02
PLASTIC RAW MATERIALS                             ,UK,TONS,8407.0,28.07
PLASTIC RAW MATERIALS                             ,USA,TONS,45133.0,219.57
ALCOHOLIC BEVERAGES                               ,BRAZIL,TONS,100.0,0.0
ALCOHOLIC BEVERAGES                               ,CANADA,TONS,123877.0,0.48
ALCOHOLIC BEVERAGES                               ,CHINA,TONS,21647.0,0.19
ALCOHOLIC BEVERAGES                               ,FRANCE,TONS,144696.0,1.74
ALCOHOLIC BEVERAGES                               ,GERMANY,TONS,72365.0,0.17
ALCOHOLIC BEVERAGES                               ,ITALY,TONS,160445.0,0.53
ALCOHOLIC BEVERAGES                               ,JAPAN,TONS,569001.0,0.95
ALCOHOLIC BEVERAGES                               ,SOUTH KOREA,TONS,56659.0,0.52
ALCOHOLIC BEVERAGES                               ,RUSSIA,TONS,1103258.0,3.33
ALCOHOLIC BEVERAGES                               ,UK,TONS,142190.0,0.81
ALCOHOLIC BEVERAGES                               ,USA,TONS,2304946.0,7.09
CASHEW NUT SHELL LIQUID                           ,BRAZIL,TONS,0.78,0.0
CASHEW NUT SHELL LIQUID                           ,CHINA,TONS,5521.485,3.44
CASHEW NUT SHELL LIQUID                           ,FRANCE,TONS,0.96,0.0
CASHEW NUT SHELL LIQUID                           ,GERMANY,TONS,0.03,0.0
CASHEW NUT SHELL LIQUID                           ,ITALY,TONS,274.464,0.28
CASHEW NUT SHELL LIQUID                           ,JAPAN,TONS,56.3,0.06
CASHEW NUT SHELL LIQUID                           ,SOUTH KOREA,TONS,4081.725,3.58
CASHEW NUT SHELL LIQUID                           ,RUSSIA,TONS,504.32,0.52
CASHEW NUT SHELL LIQUID                           ,UK,TONS,313.25,0.5
CASHEW NUT SHELL LIQUID                           ,USA,TONS,115.801,0.1
CASTOR OIL                                        ,BRAZIL,TONS,741.89,1.46
CASTOR OIL                                        ,CANADA,TONS,434.986,1.06
CASTOR OIL                                        ,CHINA,TONS,287090.473,527.76
CASTOR OIL                                        ,FRANCE,TONS,64186.26,119.91
CASTOR OIL                                        ,GERMANY,TONS,2597.65,5.58
CASTOR OIL                                        ,ITALY,TONS,5824.98,11.35
CASTOR OIL                                        ,JAPAN,TONS,23690.98,45.34
CASTOR OIL                                        ,SOUTH KOREA,TONS,10595.325,21.1
CASTOR OIL                                        ,RUSSIA,TONS,6660.619,13.66
CASTOR OIL                                        ,UK,TONS,3933.586,7.82
CASTOR OIL                                        ,USA,TONS,59572.112,115.64
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",BRAZIL,TONS,26.0,0.03
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",CANADA,TONS,5465.0,5.37
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",CHINA,TONS,885.0,0.21
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",FRANCE,TONS,3.0,0.02
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",GERMANY,TONS,790.0,1.21
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",ITALY,TONS,1745.0,1.82
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",JAPAN,TONS,5.0,0.03
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",SOUTH KOREA,TONS,0.0,0.0
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",RUSSIA,TONS,90.0,0.19
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",UK,TONS,21521.0,11.54
"CEMENT, CLINKERS AND ASBESTOS CEMENT PRODUCTS     ",USA,TONS,413425.0,419.39
COTTON RAW INCLD. WASTE                           ,BRAZIL,TONS,454.0,0.73
COTTON RAW INCLD. WASTE                           ,CANADA,TONS,0.0,0.0
COTTON RAW INCLD. WASTE                           ,CHINA,TONS,12022.0,24.78
COTTON RAW INCLD. WASTE                           ,FRANCE,TONS,561.0,0.88
COTTON RAW INCLD. WASTE                           ,GERMANY,TONS,9044.0,15.01
COTTON RAW INCLD. WASTE                           ,ITALY,TONS,1016.0,2.81
COTTON RAW INCLD. WASTE                           ,JAPAN,TONS,950.0,3.65
COTTON RAW INCLD. WASTE                           ,SOUTH KOREA,TONS,168.0,0.29
COTTON RAW INCLD. WASTE                           ,RUSSIA,TONS,0.0,0.0
COTTON RAW INCLD. WASTE                           ,UK,TONS,56.0,0.13
COTTON RAW INCLD. WASTE                           ,USA,TONS,625.0,1.28
DYE INTERMEDIATES                                 ,BRAZIL,TONS,498.877,2.64
DYE INTERMEDIATES                                 ,CANADA,TONS,117.629,0.41
DYE INTERMEDIATES                                 ,CHINA,TONS,17449.166,58.97
DYE INTERMEDIATES                                 ,FRANCE,TONS,762.395,2.44
DYE INTERMEDIATES                                 ,GERMANY,TONS,378.083,1.52
DYE INTERMEDIATES                                 ,ITALY,TONS,126.08,0.85
DYE INTERMEDIATES                                 ,JAPAN,TONS,4335.751,25.34
DYE INTERMEDIATES                                 ,SOUTH KOREA,TONS,614.283,2.22
DYE INTERMEDIATES                                 ,RUSSIA,TONS,47.448,0.23
DYE INTERMEDIATES                                 ,UK,TONS,148.731,0.67
DYE INTERMEDIATES                                 ,USA,TONS,10701.808,32.47
DYES                                              ,BRAZIL,TONS,18522.487,104.93
DYES                                              ,CANADA,TONS,1385.464,12.13
DYES                                              ,CHINA,TONS,34346.993,219.61
DYES                                              ,FRANCE,TONS,1878.533,14.94
DYES                                              ,GERMANY,TONS,7484.224,69.93
DYES                                              ,ITALY,TONS,17519.874,112.83
DYES                                              ,JAPAN,TONS,10987.5,89.99
DYES                                              ,SOUTH KOREA,TONS,9820.017,61.14
DYES                                              ,RUSSIA,TONS,4790.583,28.23
DYES                                              ,UK,TONS,5190.214,36.6
DYES                                              ,USA,TONS,24598.422,225.9
FERTILEZERS CRUDE                                 ,BRAZIL,TONS,0.0,0.0
FERTILEZERS CRUDE                                 ,CANADA,TONS,19.0,0.18
FERTILEZERS CRUDE                                 ,CHINA,TONS,525.0,1.02
FERTILEZERS CRUDE                                 ,FRANCE,TONS,0.0,0.0
FERTILEZERS CRUDE                                 ,GERMANY,TONS,46.0,0.12
FERTILEZERS CRUDE                                 ,ITALY,TONS,232.0,0.32
FERTILEZERS CRUDE                                 ,JAPAN,TONS,630.0,0.29
FERTILEZERS CRUDE                                 ,SOUTH KOREA,TONS,265.0,0.16
FERTILEZERS CRUDE                                 ,RUSSIA,TONS,0.0,0.0
FERTILEZERS CRUDE                                 ,UK,TONS,27.0,0.16
FERTILEZERS CRUDE                                 ,USA,TONS,1168.0,5.94
FERTILEZERS MANUFACTURED                          ,BRAZIL,TONS,32251.0,8.32
FERTILEZERS MANUFACTURED                          ,CANADA,TONS,126.0,0.27
FERTILEZERS MANUFACTURED                          ,CHINA,TONS,211.0,1.42
FERTILEZERS MANUFACTURED                          ,FRANCE,TONS,0.0,0.0
FERTILEZERS MANUFACTURED                          ,GERMANY,TONS,2.0,0.05
FERTILEZERS MANUFACTURED                          ,ITALY,TONS,0.0,0.01
FERTILEZERS MANUFACTURED                          ,JAPAN,TONS,66.0,0.15
FERTILEZERS MANUFACTURED                          ,SOUTH KOREA,TONS,60.0,0.03
FERTILEZERS MANUFACTURED                          ,RUSSIA,TONS,0.0,0.0
FERTILEZERS MANUFACTURED                          ,UK,TONS,24.0,0.15
FERTILEZERS MANUFACTURED                          ,USA,TONS,308.0,1.7
FLORICLTR PRODUCTS                                ,BRAZIL,TONS,0.226,0.02
FLORICLTR PRODUCTS                                ,CANADA,TONS,696.505,3.6
FLORICLTR PRODUCTS                                ,CHINA,TONS,333.111,1.25
FLORICLTR PRODUCTS                                ,FRANCE,TONS,246.825,2.16
FLORICLTR PRODUCTS                                ,GERMANY,TONS,710.171,3.91
FLORICLTR PRODUCTS                                ,ITALY,TONS,207.566,2.38
FLORICLTR PRODUCTS                                ,JAPAN,TONS,182.266,1.92
FLORICLTR PRODUCTS                                ,SOUTH KOREA,TONS,4.147,0.05
FLORICLTR PRODUCTS                                ,RUSSIA,TONS,1.29,0.02
FLORICLTR PRODUCTS                                ,UK,TONS,635.337,4.37
FLORICLTR PRODUCTS                                ,USA,TONS,2631.817,22.7
FRUITS / VEGETABLE SEEDS                          ,BRAZIL,TONS,3.567,0.1
FRUITS / VEGETABLE SEEDS                          ,CANADA,TONS,1.597,0.05
FRUITS / VEGETABLE SEEDS                          ,CHINA,TONS,84.764,0.9
FRUITS / VEGETABLE SEEDS                          ,FRANCE,TONS,66.288,3.3
FRUITS / VEGETABLE SEEDS                          ,GERMANY,TONS,52.422,0.76
FRUITS / VEGETABLE SEEDS                          ,ITALY,TONS,106.679,2.03
FRUITS / VEGETABLE SEEDS                          ,JAPAN,TONS,92.433,2.73
FRUITS / VEGETABLE SEEDS                          ,SOUTH KOREA,TONS,722.682,3.96
FRUITS / VEGETABLE SEEDS                          ,RUSSIA,TONS,6.47,0.44
FRUITS / VEGETABLE SEEDS                          ,UK,TONS,2.445,0.73
FRUITS / VEGETABLE SEEDS                          ,USA,TONS,665.655,22.45
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",BRAZIL,TONS,28.38,0.2
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",CANADA,TONS,3.683,0.1
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",CHINA,TONS,42.3,0.18
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",FRANCE,TONS,10.563,0.08
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",GERMANY,TONS,4188.6,9.13
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",ITALY,TONS,55.011,0.73
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",JAPAN,TONS,46.878,0.33
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",SOUTH KOREA,TONS,14.674,0.13
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",RUSSIA,TONS,24.925,0.15
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",UK,TONS,204.814,0.69
"GRAPHITE, EXPLOSIVES AND ACCESSORIES              ",USA,TONS,2005.782,9.71
GUERGAM MEAL                                      ,BRAZIL,TONS,4240.0,8.62
GUERGAM MEAL                                      ,CANADA,TONS,9843.0,19.27
GUERGAM MEAL                                      ,CHINA,TONS,18911.0,37.32
GUERGAM MEAL                                      ,FRANCE,TONS,3739.0,8.02
GUERGAM MEAL                                      ,GERMANY,TONS,51974.0,73.83
GUERGAM MEAL                                      ,ITALY,TONS,8963.0,13.23
GUERGAM MEAL                                      ,JAPAN,TONS,2536.0,7.07
GUERGAM MEAL                                      ,SOUTH KOREA,TONS,2673.0,6.57
GUERGAM MEAL                                      ,RUSSIA,TONS,38884.0,72.26
GUERGAM MEAL                                      ,UK,TONS,12979.0,15.9
GUERGAM MEAL                                      ,USA,TONS,73286.0,149.32
HUMAN HAIR AND PRODUCTS THEREOF                   ,BRAZIL,TONS,0.505,0.14
HUMAN HAIR AND PRODUCTS THEREOF                   ,CANADA,TONS,0.815,0.18
HUMAN HAIR AND PRODUCTS THEREOF                   ,CHINA,TONS,4045.565,403.81
HUMAN HAIR AND PRODUCTS THEREOF                   ,FRANCE,TONS,1.261,0.77
HUMAN HAIR AND PRODUCTS THEREOF                   ,GERMANY,TONS,1.905,0.85
HUMAN HAIR AND PRODUCTS THEREOF                   ,ITALY,TONS,6.08,2.23
HUMAN HAIR AND PRODUCTS THEREOF                   ,JAPAN,TONS,0.003,0.0
HUMAN HAIR AND PRODUCTS THEREOF                   ,SOUTH KOREA,TONS,0.757,0.21
HUMAN HAIR AND PRODUCTS THEREOF                   ,RUSSIA,TONS,0.932,0.39
HUMAN HAIR AND PRODUCTS THEREOF                   ,UK,TONS,1.01,0.96
HUMAN HAIR AND PRODUCTS THEREOF                   ,USA,TONS,27.71,20.18
"JUTE, RAW                                         ",BRAZIL,TONS,0.0,0.0
"JUTE, RAW                                         ",CANADA,TONS,5.0,0.01
"JUTE, RAW                                         ",FRANCE,TONS,0.0,0.0
"JUTE, RAW                                         ",GERMANY,TONS,0.0,0.0
"JUTE, RAW                                         ",SOUTH KOREA,TONS,0.0,0.0
"JUTE, RAW                                         ",UK,TONS,0.0,0.0
"JUTE, RAW                                         ",USA,TONS,4.0,0.05
MOLLASES                                          ,CANADA,TONS,86.0,0.1
MOLLASES                                          ,FRANCE,TONS,0.0,0.0
MOLLASES                                          ,GERMANY,TONS,1.0,0.0
MOLLASES                                          ,ITALY,TONS,101000.0,15.82
MOLLASES                                          ,JAPAN,TONS,0.0,0.0
MOLLASES                                          ,SOUTH KOREA,TONS,110440.0,16.8
MOLLASES                                          ,RUSSIA,TONS,0.0,0.0
MOLLASES                                          ,UK,TONS,79757.0,12.11
MOLLASES                                          ,USA,TONS,12055.0,1.96
NATURAL RUBBER                                    ,BRAZIL,TONS,0.0,0.0
NATURAL RUBBER                                    ,CANADA,TONS,0.0,0.0
NATURAL RUBBER                                    ,CHINA,TONS,202.0,0.34
NATURAL RUBBER                                    ,FRANCE,TONS,0.0,0.0
NATURAL RUBBER                                    ,GERMANY,TONS,0.0,0.0
NATURAL RUBBER                                    ,ITALY,TONS,0.0,0.0
NATURAL RUBBER                                    ,JAPAN,TONS,0.0,0.0
NATURAL RUBBER                                    ,SOUTH KOREA,TONS,0.0,0.0
NATURAL RUBBER                                    ,RUSSIA,TONS,0.0,0.0
NATURAL RUBBER                                    ,UK,TONS,0.0,0.0
NATURAL RUBBER                                    ,USA,TONS,50.0,0.14
NEWSPRINT                                         ,CANADA,TONS,0.0,0.0
NEWSPRINT                                         ,CHINA,TONS,0.0,0.0
NEWSPRINT                                         ,GERMANY,TONS,0.0,0.0
NEWSPRINT                                         ,ITALY,TONS,214.0,0.15
NEWSPRINT                                         ,UK,TONS,28.0,0.02
NEWSPRINT                                         ,USA,TONS,0.0,0.0
PULP AND WASTE PAPER                              ,CANADA,TONS,0.057,0.0
PULP AND WASTE PAPER                              ,CHINA,TONS,3652.079,1.17
PULP AND WASTE PAPER                              ,GERMANY,TONS,1611.002,0.98
PULP AND WASTE PAPER                              ,ITALY,TONS,0.5,0.0
PULP AND WASTE PAPER                              ,JAPAN,TONS,0.105,0.0
PULP AND WASTE PAPER                              ,SOUTH KOREA,TONS,80.65,0.01
PULP AND WASTE PAPER                              ,RUSSIA,TONS,2.078,0.01
PULP AND WASTE PAPER                              ,UK,TONS,0.2,0.0
PULP AND WASTE PAPER                              ,USA,TONS,20.0,0.02
PULSES                                            ,BRAZIL,TONS,1.0,0.0
PULSES                                            ,CANADA,TONS,11671.0,15.16
PULSES                                            ,CHINA,TONS,165204.0,114.16
PULSES                                            ,FRANCE,TONS,508.0,0.65
PULSES                                            ,GERMANY,TONS,829.0,1.52
PULSES                                            ,ITALY,TONS,618.0,0.78
PULSES                                            ,JAPAN,TONS,1016.0,1.42
PULSES                                            ,SOUTH KOREA,TONS,115.0,0.16
PULSES                                            ,RUSSIA,TONS,720.0,1.07
PULSES                                            ,UK,TONS,9916.0,10.49
PULSES                                            ,USA,TONS,32859.0,52.06
RAW HIDES AND SKINS                               ,CANADA,TONS,0.052,0.0
RAW HIDES AND SKINS                               ,GERMANY,TONS,42.588,0.1
RAW HIDES AND SKINS                               ,ITALY,TONS,0.179,0.01
RAW HIDES AND SKINS                               ,JAPAN,TONS,0.0,0.0
RAW HIDES AND SKINS                               ,UK,TONS,0.064,0.0
RAW HIDES AND SKINS                               ,USA,TONS,7.145,0.03
SADDLERY AND HARNESS                              ,BRAZIL,TONS,20.942,0.21
SADDLERY AND HARNESS                              ,CANADA,TONS,330.846,4.6
SADDLERY AND HARNESS                              ,CHINA,TONS,27.379,0.55
SADDLERY AND HARNESS                              ,FRANCE,TONS,838.392,11.08
SADDLERY AND HARNESS                              ,GERMANY,TONS,3069.604,36.62
SADDLERY AND HARNESS                              ,ITALY,TONS,415.308,6.73
SADDLERY AND HARNESS                              ,JAPAN,TONS,9.851,0.23
SADDLERY AND HARNESS                              ,SOUTH KOREA,TONS,6.784,0.11
SADDLERY AND HARNESS                              ,RUSSIA,TONS,1.595,0.05
SADDLERY AND HARNESS                              ,UK,TONS,2049.804,27.41
SADDLERY AND HARNESS                              ,USA,TONS,5130.143,59.63
SHELLAC                                           ,BRAZIL,TONS,4.383,0.11
SHELLAC                                           ,CANADA,TONS,123.32,1.59
SHELLAC                                           ,CHINA,TONS,126.741,7.49
SHELLAC                                           ,FRANCE,TONS,132.311,4.89
SHELLAC                                           ,GERMANY,TONS,624.013,8.99
SHELLAC                                           ,ITALY,TONS,92.132,1.28
SHELLAC                                           ,JAPAN,TONS,94.019,2.06
SHELLAC                                           ,SOUTH KOREA,TONS,40.341,3.06
SHELLAC                                           ,RUSSIA,TONS,56.045,0.59
SHELLAC                                           ,UK,TONS,121.515,1.82
SHELLAC                                           ,USA,TONS,1397.289,35.07
SILK WASTE                                        ,CANADA,TONS,0.007,0.0
SILK WASTE                                        ,CHINA,TONS,2129.107,19.95
SILK WASTE                                        ,GERMANY,TONS,2.825,0.06
SILK WASTE                                        ,ITALY,TONS,51.384,2.0
SILK WASTE                                        ,JAPAN,TONS,0.998,0.03
SILK WASTE                                        ,UK,TONS,5.754,0.14
SILK WASTE                                        ,USA,TONS,0.112,0.01
"SILK,RAW                                          ",CANADA,TONS,0.0,0.0
"SILK,RAW                                          ",CHINA,TONS,0.0,0.0
"SILK,RAW                                          ",FRANCE,TONS,0.0,0.0
"SILK,RAW                                          ",ITALY,TONS,0.1,0.01
"SILK,RAW                                          ",JAPAN,TONS,0.0,0.0
"SILK,RAW                                          ",UK,TONS,0.0,0.0
"SILK,RAW                                          ",USA,TONS,0.0,0.0
SUGAR                                             ,BRAZIL,TONS,2.0,0.02
SUGAR                                             ,CANADA,TONS,5718.0,5.12
SUGAR                                             ,CHINA,TONS,336511.0,160.6
SUGAR                                             ,FRANCE,TONS,395.0,0.3
SUGAR                                             ,GERMANY,TONS,247.0,0.6
SUGAR                                             ,ITALY,TONS,1160.0,1.23
SUGAR                                             ,JAPAN,TONS,16.0,0.02
SUGAR                                             ,SOUTH KOREA,TONS,1351.0,0.73
SUGAR                                             ,RUSSIA,TONS,634.0,0.59
SUGAR                                             ,UK,TONS,1656.0,2.05
SUGAR                                             ,USA,TONS,16624.0,16.16
VEGETABLE OILS                                    ,BRAZIL,TONS,128.0,0.33
VEGETABLE OILS                                    ,CANADA,TONS,1161.0,3.66
VEGETABLE OILS                                    ,CHINA,TONS,122592.0,236.97
VEGETABLE OILS                                    ,FRANCE,TONS,290.0,0.99
VEGETABLE OILS                                    ,GERMANY,TONS,1208.0,3.65
VEGETABLE OILS                                    ,ITALY,TONS,1155.0,4.51
VEGETABLE OILS                                    ,JAPAN,TONS,2475.0,8.52
VEGETABLE OILS                                    ,SOUTH KOREA,TONS,345.0,0.63
VEGETABLE OILS                                    ,RUSSIA,TONS,2395.0,9.84
VEGETABLE OILS                                    ,UK,TONS,1092.0,3.59
VEGETABLE OILS                                    ,USA,TONS,5636.0,18.08
WHEAT                                             ,BRAZIL,TONS,0.0,0.0
WHEAT                                             ,CANADA,TONS,1.0,0.0
WHEAT                                             ,CHINA,TONS,0.0,0.0
WHEAT                                             ,FRANCE,TONS,0.0,0.0
WHEAT                                             ,GERMANY,TONS,0.0,0.0
WHEAT                                             ,JAPAN,TONS,6.0,0.0
WHEAT                                             ,SOUTH KOREA,TONS,504810.0,155.2
WHEAT                                             ,UK,TONS,23.0,0.01
WHEAT                                             ,USA,TONS,14.0,0.01
"WOOL, RAW                                         ",CHINA,TONS,23.304,0.01
"WOOL, RAW                                         ",FRANCE,TONS,0.0,0.0
"WOOL, RAW                                         ",GERMANY,TONS,0.0,0.0
"WOOL, RAW                                         ",ITALY,TONS,119.765,0.32
"WOOL, RAW                                         ",USA,TONS,0.0,0.0
